Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Venomoth (Shadow),59.5,49,bug,poison,128.2,104.4,131,1752985,27.5,1499,Infestation,Poison Fang,Bug Buzz,4,5,3,50000
Loudred (Shadow),59.4,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Monferno,59.4,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,10,7,3,10000
Mr. Mime (Galarian),59.4,122,ice,psychic,131.2,127.7,102,1709143,27,1497,Confusion,Ice Punch,Triple Axel,4,4,5,75000
Xatu (Shadow),59.4,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Omanyte,59.2,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Water Gun,Rock Blast,Ancient Power,14,15,5,75000
Persian,59.2,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Seadra (Shadow),59.2,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Exeggcute (Shadow),59.1,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,4,4,3,50000
Gabite,59.1,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Pidgeotto (Shadow),59.1,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Aerial Ace,Twister,6,7,1,10000
Wugtrio,59.1,961,water,none,151.8,107.2,90,1464371,29,1496,Mud Slap,Liquidation,Surf,5,5,3,50000
Emboar,58.9,500,fire,fighting,137.9,79.9,147,1618930,18.5,1494,Ember,Blast Burn,Rock Slide,9,8,3,10000
Houndour (Shadow),58.9,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Luxio,58.9,404,electric,none,134.1,91.1,137,1672950,47.5,1500,Spark,Wild Charge,Crunch,7,7,5,75000
Ponyta (Galarian),58.8,77,psychic,none,134.8,109.4,113,1666179,36.5,1500,Psycho Cut,Swift,Play Rough,4,7,3,50000
Watchog (Shadow),58.8,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Hyper Fang,23,25,1,10000
Crabominable,58.6,740,fighting,ice,136.8,87.9,135,1624204,19,1494,Bubble,Ice Punch,Brick Break,4,4,3,50000
Honchkrow,58.6,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Azelf,58.5,482,psychic,none,152.6,91.4,105,1464716,17,1500,Confusion,Swift,Future Sight,3,6,20,100000
Krabby,58.5,98,water,none,148.1,110.4,92,1504334,42,1499,Bubble,Razor Shell,Water Pulse,4,5,3,50000
Simipour,58.5,516,water,none,136.6,94.5,126,1627774,23.5,1496,Water Gun,Surf,Crunch,15,15,3,50000
Braviary,58.3,628,normal,flying,134.3,94.1,132,1668093,18,1497,Air Slash,Fly,Close Combat,5,5,5,75000
Mismagius (Shadow),58.3,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Psywave,Shadow Ball,Dark Pulse,14,13,3,50000
Mr. Mime,58.2,122,psychic,fairy,132.2,145.7,88,1695360,25.5,1500,Psywave,Shadow Ball,Psychic,14,14,5,75000
Exeggcute,58,102,grass,psychic,102.5,117.6,142,1712557,50,1328,Confusion,Seed Bomb,Ancient Power,4,4,3,50000
Weepinbell (Shadow),58,70,grass,poison,139.2,83.7,138,1606435,38.5,1497,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Gothorita,57.9,575,psychic,none,112.5,130.8,135,1986960,41.5,1498,Confusion,Future Sight,Psychic,6,5,3,50000
Carracosta,57.7,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Liquidation,Ancient Power,15,15,5,75000
Meowstic (Male),57.7,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Sucker Punch,Psychic,Thunderbolt,8,8,3,50000
Rampardos,57.7,409,rock,none,164.6,66.3,125,1363142,16,1498,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Kingler,57.6,99,water,none,143.9,115,93,1539736,19.5,1495,Bubble,Crabhammer,X-Scissor,5,4,3,50000
Mothim,57.6,414,bug,flying,140,83,137,1591422,31.5,1496,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Persian (Alolan),57.6,53,dark,none,123,113.2,131,1823635,33,1498,Feint Attack,Foul Play,Play Rough,8,10,3,50000
Exeggutor,57.4,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Lycanroc (Midday),57.4,745,rock,none,144.6,92,117,1556153,20,1500,Sucker Punch,Stone Edge,Drill Run,8,7,5,50000
Persian (Shadow),57.4,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Power Gem,6,9,3,50000
Stantler (Shadow),57.4,234,normal,none,133.5,99.5,126,1672954,26,1494,Tackle,Wild Charge,Stomp,15,14,3,50000
Goldeen,57.3,118,water,none,116,105,120,1461636,50,1302,Mud Shot,Aqua Tail,Horn Attack,5,5,3,50000
Oricorio (Pa'u),57.3,741,psychic,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Roggenrola (Shadow),57.3,524,rock,none,114.3,105,135,1620509,50,1362,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Arbok (Shadow),57.1,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Alakazam,57,65,psychic,none,157,103.1,88,1425029,18,1499,Psycho Cut,Fire Punch,Shadow Ball,5,7,3,50000
Garbodor,57,569,poison,none,121.7,114.6,132,1842015,23.5,1498,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Trapinch,57,328,ground,none,148.7,78.1,120,1394782,50,1441,Sand Attack,Scorching Sands,Crunch,13,12,5,75000
Xatu,57,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Blissey,56.8,242,normal,none,81.4,110.2,307,2754156,21,1498,Zen Headbutt,Wild Charge,Psychic,8,10,5,75000
Floragato,56.8,907,grass,none,124.9,111,129,1788742,37.5,1498,Leafage,Grass Knot,Play Rough,8,9,3,10000
Hoopa,56.8,720,psychic,ghost,144.8,106.3,99,1524461,16,1488,Astonish,Shadow Ball,Psychic,6,6,20,100000
Murkrow,56.8,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Pancham,56.8,674,fighting,none,123.3,100.2,147,1816117,47.5,1498,Tackle,Crunch,Body Slam,15,12,3,50000
Accelgor,56.7,617,bug,none,143.2,84.3,129,1556853,22.5,1498,Water Shuriken,Bug Buzz,Acid Spray,5,4,3,50000
Meowstic (Female),56.7,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Confusion,Shadow Ball,Psychic,5,5,3,50000
Pupitar (Shadow),56.7,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Ancient Power,Dig,23,25,5,75000
Drizzile,56.5,817,water,none,137.9,91.4,128,1613242,29.5,1493,Water Gun,Surf,Water Pulse,15,19,3,10000
Shaymin (Sky),56.4,492,grass,flying,138.1,93.6,124,1604184,15,1489,Magical Leaf,Grass Knot,Energy Ball,5,6,20,100000
Lombre,56.2,271,water,grass,106.7,112.6,142,1706340,50,1353,Bubble,Scald,Grass Knot,5,5,3,50000
Loudred,56.2,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Porygon (Shadow),56.2,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Tackle,Discharge,Signal Beam,15,19,3,50000
Braviary (Hisuian),56,628,psychic,flying,128.6,89.1,151,1729615,19.5,1491,Air Slash,Brave Bird,Fly,7,5,5,75000
Raticate (Shadow),56,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Wormadam (Plant),56,413,bug,grass,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Metagross (Shadow),55.8,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Octillery,55.8,224,water,none,132.9,103.2,123,1686230,24.5,1500,Lock On,Octazooka,Gunk Shot,10,15,1,10000
Houndour,55.7,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Maractus,55.7,556,grass,none,136.8,93.6,128,1638424,24,1498,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Tentacool (Shadow),55.7,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Water Pulse,Wrap,7,5,3,50000
Bergmite,55.5,712,ice,none,110.9,113.4,135,1698675,50,1374,Tackle,Icy Wind,Crunch,15,15,3,50000
Murkrow (Shadow),55.5,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Watchog,55.5,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Hyper Fang,23,25,1,10000
Elgyem,55.2,605,psychic,none,134,94.7,132,1675163,49.5,1500,Confusion,Dark Pulse,Psychic,5,5,3,50000
Nosepass,55.2,299,rock,none,81.5,193.3,98,1543812,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Omastar,55.2,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,6,10,5,75000
Piplup,55.2,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Clawitzer,55.1,693,water,none,134.4,110.5,111,1648951,20,1493,Water Gun,Crabhammer,Ice Beam,17,19,3,50000
Fearow,55.1,22,normal,flying,132.6,102.7,124,1689204,28.5,1497,Steel Wing,Fly,Drill Run,8,8,1,10000
Kabutops,55.1,141,rock,water,135.5,121,100,1638836,20.5,1493,Fury Cutter,Stone Edge,Ancient Power,14,12,5,75000
Luxio (Shadow),55.1,404,electric,none,134.1,89.1,139,1661818,45.5,1493,Spark,Wild Charge,Crunch,7,7,5,75000
Arbok,54.9,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Deerling,54.9,585,normal,grass,109.2,96.6,142,1498988,50,1283,Tackle,Wild Charge,Trailblaze,15,15,3,50000
Jynx,54.9,124,ice,psychic,142.2,101.5,109,1573630,22,1496,Confusion,Avalanche,Ice Punch,4,4,5,75000
Nosepass (Shadow),54.9,299,rock,none,81.5,193.3,98,1543812,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Exeggutor (Shadow),54.8,103,grass,psychic,136.7,93.7,128,1639303,18.5,1497,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Flaaffy,54.8,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Tackle,Trailblaze,Power Gem,15,17,5,75000
Pineco (Shadow),54.8,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Sand Tomb,20,14,5,75000
Trumbeak,54.8,732,normal,flying,134.9,95.2,129,1657028,47.5,1500,Peck,Drill Peck,Rock Blast,8,8,1,10000
Gabite (Shadow),54.6,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Seadra,54.6,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Gumshoos,54.5,735,normal,none,134.9,85.7,144,1664430,25.5,1500,Bite,Crunch,Hyper Fang,23,25,1,10000
Porygon-Z,54.5,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Roselia,54.5,315,grass,poison,139.6,107.3,107,1602355,30.5,1497,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Metagross,54.3,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Roggenrola,54.3,524,rock,none,114.3,105,135,1620509,50,1362,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Zoroark,54.3,571,dark,none,157.9,86.9,103,1414071,21,1497,Shadow Claw,Foul Play,Sludge Bomb,6,7,5,75000
Illumise,54.2,314,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Silver Wind,Dazzling Gleam,15,24,3,50000
Sawsbuck,54.2,586,normal,grass,130.1,103.1,128,1717029,23,1495,Feint Attack,Wild Charge,Trailblaze,8,8,3,50000
Inteleon,54,818,water,none,154,89.6,105,1449217,18.5,1498,Water Gun,Surf,Shadow Ball,15,19,3,10000
Slowking (Galarian),54,199,poison,psychic,117.9,115.5,139,1893827,20.5,1498,Hex,Surf,Shadow Ball,4,5,3,50000
Tentacool,54,72,water,poison,94.1,137.8,113,1465578,50,1176,Poison Sting,Water Pulse,Wrap,7,5,3,50000
Unfezant (Shadow),54,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,7,9,1,10000
Bulbasaur,53.9,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Zebstrika,53.7,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Flame Charge,7,8,3,50000
Alakazam (Shadow),53.6,65,psychic,none,157,103.1,88,1425029,18,1499,Psycho Cut,Fire Punch,Shadow Ball,5,7,3,50000
Rotom (Wash),53.6,479,electric,water,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Banette (Shadow),53.4,354,ghost,none,146.8,91.9,113,1524534,24.5,1500,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Gorebyss,53.4,368,water,none,136.9,118.5,101,1638002,22.5,1500,Water Gun,Water Pulse,Psychic,19,19,3,50000
Banette,53.3,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Thunder,7,8,3,50000
Omastar (Shadow),53.1,139,rock,water,126.1,128.4,109,1764728,20,1493,Mud Shot,Rock Slide,Hydro Pump,6,10,5,75000
Turtwig,53.1,387,grass,none,112.6,105,135,1596678,50,1342,Tackle,Body Slam,Seed Bomb,12,15,3,10000
Bulbasaur (Shadow),53,1,grass,poison,111.8,105.9,120,1419947,50,1260,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Clauncher,53,692,water,none,103.4,110.9,127,1455967,50,1230,Water Gun,Crabhammer,Aqua Jet,17,15,3,50000
Rowlet,53,722,grass,flying,98.3,95.8,154,1450375,50,1196,Leafage,Seed Bomb,Energy Ball,7,8,3,10000
Weezing,52.8,110,poison,none,117,138.9,117,1901382,24.5,1491,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Butterfree (Shadow),52.7,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Confusion,Bug Buzz,Signal Beam,5,5,1,10000
Chinchou,52.7,170,water,electric,101.7,94.1,164,1569336,50,1265,Bubble,Thunderbolt,Water Pulse,5,5,3,50000
Piplup (Shadow),52.7,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Beheeyem,52.5,606,psychic,none,134.4,105.7,116,1648710,20,1491,Astonish,Rock Slide,Dark Pulse,5,5,3,50000
Pupitar,52.5,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Ancient Power,Dig,23,25,5,75000
Snover,52.5,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Dodrio,52.4,85,normal,flying,144.4,99.1,108,1545284,23.5,1494,Steel Wing,Brave Bird,Drill Peck,10,7,3,50000
Sigilyph,52.2,561,psychic,flying,131.6,114,114,1710530,22,1500,Air Slash,Ancient Power,Signal Beam,5,7,5,75000
Kabuto,52.1,140,rock,water,133.6,128.6,97,1667621,49,1498,Mud Shot,Ancient Power,Aqua Jet,6,6,5,75000
Turtwig (Shadow),52.1,387,grass,none,112.6,105,135,1596678,50,1342,Tackle,Body Slam,Seed Bomb,12,15,3,10000
Pawmot,52,923,electric,fighting,144.5,94.3,113,1538995,21,1492,Spark,Close Combat,Wild Charge,7,7,3,75000
Totodile (Shadow),52,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Crunch,Water Pulse,15,19,3,10000
Porygon-Z (Shadow),51.8,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Throh,51.8,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Brick Break,7,8,5,75000
Totodile,51.8,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Crunch,Water Pulse,15,19,3,10000
Trapinch (Shadow),51.8,328,ground,none,148.7,78.1,120,1394782,50,1441,Sand Attack,Scorching Sands,Crunch,13,12,5,75000
Drowzee (Shadow),51.7,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Psychic,4,5,3,50000
Axew,51.5,610,dragon,none,139.5,95.2,121,1607281,49,1498,Scratch,Dragon Claw,Aqua Tail,18,18,5,75000
Honchkrow (Shadow),51.5,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Chatot,50.9,441,normal,flying,140.4,78.4,145,1596254,32.5,1500,Steel Wing,Night Shade,Sky Attack,8,10,5,75000
Varoom,50.9,965,steel,poison,116,102.5,120,1426556,50,1287,Poison Jab,Gyro Ball,Gunk Shot,9,11,3,50000
Zebstrika (Shadow),50.9,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Flame Charge,7,8,3,50000
Liepard,50.6,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Noivern,50.3,715,flying,dragon,126.4,110.7,127,1776882,20.5,1498,Air Slash,Hurricane,Draco Meteor,8,8,5,75000
Throh (Shadow),50.3,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Brick Break,7,8,5,75000
Snubbull,50.2,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Brick Break,15,14,3,50000
Drowzee,50,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Return,4,6,3,50000
Snubbull (Shadow),50,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Brick Break,15,14,3,50000
Plusle,49.6,311,electric,none,129.2,107.3,125,1733312,34,1499,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Rotom (Frost),49.6,479,electric,ice,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Unfezant,49.1,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,7,9,1,10000
Butterfree,49,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Confusion,Bug Buzz,Signal Beam,5,5,1,10000
Ribombee,48.8,743,bug,fairy,136.9,106.6,112,1634709,25.5,1500,Fairy Wind,Bug Buzz,Dazzling Gleam,7,8,1,10000
Snover (Shadow),48.8,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Beautifly,48.5,267,bug,flying,146.4,81.9,128,1535506,34.5,1500,Infestation,Silver Wind,Air Cutter,4,5,1,10000
Flaaffy (Shadow),48.5,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Charge Beam,Trailblaze,Power Gem,5,5,5,75000
Liepard (Shadow),48.5,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Grumpig,48.1,326,psychic,none,114.5,128.3,133,1953798,24,1498,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Grumpig (Shadow),48,326,psychic,none,114.5,128.3,133,1953798,24,1498,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Volbeat,48,313,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Bug Buzz,Thunderbolt,20,19,3,50000
Ferroseed,47.7,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Return,8,10,3,75000
Solosis (Shadow),47.5,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Night Shade,6,6,3,50000
Duosion (Shadow),47.4,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Psychic),Psyshock,Night Shade,6,6,3,50000
Deoxys (Speed),47.2,386,psychic,none,140.8,131.6,86,1592886,18.5,1499,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Reuniclus (Shadow),47.1,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Psychic),Shadow Ball,Future Sight,7,9,3,50000
Pineco,46.9,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Return,20,24,5,75000
Weezing (Shadow),46.8,110,poison,none,118.4,138.9,115,1889997,24.5,1495,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Vanilluxe,46.6,584,ice,none,131.5,116.8,110,1690058,19.5,1497,Astonish,Blizzard,Signal Beam,8,6,3,50000
Ferroseed (Shadow),46.2,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Flash Cannon,8,10,3,75000
Anorith (Shadow),45.4,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Ancient Power,Cross Poison,6,5,3,50000
Timburr,45.4,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Brick Break,Rock Tomb,8,12,5,75000
Accelgor (Shadow),44.5,617,bug,none,143.2,84.3,129,1556853,22.5,1498,Water Shuriken,Bug Buzz,Signal Beam,5,4,3,50000
Absol,44.4,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Musharna,44.2,518,psychic,none,113.7,108.9,159,1968272,20.5,1499,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Regigigas (Shadow),44.2,486,normal,none,138.4,105.8,110,1610685,12.5,1496,Hidden Power (Ground),Thunder,Focus Blast,8,10,20,100000
Timburr (Shadow),44.1,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Brick Break,Rock Tomb,8,12,5,75000
Koffing,43.8,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Anorith,43.5,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Ancient Power,Cross Poison,6,5,3,50000
Meltan,42.9,808,steel,none,111.8,95.8,121,1295420,50,1207,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Solosis,42.9,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Night Shade,6,6,3,50000
Absol (Shadow),42.6,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Duosion,42.5,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Psychic),Psyshock,Night Shade,6,6,3,50000
Audino,42.2,531,normal,none,92.6,138.1,189,2416540,39,1499,Zen Headbutt,Disarming Voice,Hyper Beam,8,14,3,50000
Swirlix,42,684,fairy,none,104.2,112.6,145,1701231,50,1333,Tackle,Energy Ball,Draining Kiss,19,19,3,50000
Spoink (Shadow),41.6,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Koffing (Shadow),40,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Skiddo,39.2,672,grass,none,116,98.3,151,1721514,50,1414,Rock Smash,Rock Slide,Seed Bomb,7,7,3,50000
Cherrim (Overcast),38.6,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Solar Beam,Dazzling Gleam,7,6,1,10000
Spoink,38.6,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Return,10,12,1,10000
Unown,38.6,201,psychic,none,126.9,89.1,125,1412738,50,1339,Hidden Power (Psychic),Struggle,,13,0,5,75000
Flabebe,38.3,669,fairy,none,103.4,113.4,119,1395258,50,1202,Vine Whip,Dazzling Gleam,Psychic,9,7,3,50000
Reuniclus,37.3,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Fighting),Shadow Ball,Future Sight,7,9,3,50000
Regieleki,36.4,894,electric,none,152.3,82.4,117,1469385,20,1496,Lock On,Thunder,Hyper Beam,12,16,20,100000
Mienfoo,34.8,619,fighting,none,143.6,93.8,116,1563337,48,1500,Low Kick,High Jump Kick,Brick Break,11,8,3,50000
Clefairy,33.6,35,fairy,none,102.5,103.4,157,1663540,50,1306,Zen Headbutt,Disarming Voice,Swift,8,6,1,10000
Munna,32.4,517,psychic,none,105.9,89.9,166,1580270,50,1294,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Kadabra,29.3,64,psychic,none,163.7,90.1,92,1356485,26.5,1496,Psycho Cut,Shadow Ball,Return,7,8,3,50000
Slaking,16.2,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
